oid,barcode,brandCode,category,categoryCode,cpgoid,cpgref,name,topBrand
5dc2db051dda2c0ad7da64b0,511111106364,MERMAID CEREAL,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Mermaid Cereal,NULL
5c6c2f9295144c6db8fe1977,511111106432,FRS920,Beverages,NULL,5c6c2ee995144c6db8fe1976,Cogs,"new-brand, of course",1
5c76d3cd95144c5375687b4f,511111106876,TEST BRAND CODE,Grocery,NULL,5c76d20595144c5375687b4e,Cogs,DASH-2249 Brand1,1
5db32879ee7f2d6de4248976,511111112938,GOODNITES,Baby,BABY,55b62995e4b0d8e685c14213,Cogs,GoodNites,1
5e5ff32bee7f2d0b35b2a190,511111114062,MIRALAX LAXATIVES,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,MIRALAXÂ®LAXATIVES,0
5e90a545ee7f2d70340f40d7,511111114413,CLARITINÂ®,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,ClaritinÂ®,0
5ec2dc5fbe37ce5234ec36b8,511111114628,AFRINÂ® NASAL SPRAY,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,AFRINÂ® NASAL SPRAY,0
5f16f536be37ce2b30061e27,511111115083,TEST BRANDCODE @1595340086044,Baking,BAKING,5f16f535be37ce2b30061e24,Cogs,test brand @1595340086044,NULL
5f19e055be37ce33f74a1673,511111115151,TEST BRANDCODE @1595531349206,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1595531349206,NULL
5f208dafbe37ce7958c59524,511111115205,TEST BRANDCODE @1595968943087,Baking,BAKING,5f208daebe37ce7958c59520,Cogs,test brand @1595968943087,NULL
5f35a0babe37ce6853cff1ff,511111115366,TEST BRANDCODE @1597350074333,Baking,BAKING,5f35a0babe37ce6853cff1fd,Cogs,test brand @1597350074333,NULL
5f38578fbe37ce5178517ad5,511111115434,TEST BRANDCODE @1597527951412,Baking,BAKING,5f38578fbe37ce5178517ad3,Cogs,test brand @1597527951412,NULL
5f3ff200be37ce1c81aa1e0b,511111115595,NULL,Baking,BAKING,5f3ff200be37ce1c81aa1e0a,Cogs,test brand @1598026240846,NULL
5f3ff223be37ce1c81aa1e11,511111115649,TEST BRANDCODE @1598026275245,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1598026275245,NULL
5f43faabbe37ce3ef3fd3715,511111115717,TEST BRANDCODE @1598290603501,Baking,BAKING,5f43faabbe37ce3ef3fd3714,Cogs,test brand @1598290603501,NULL
5f4802bebe37ce0c83033741,511111115878,TEST BRANDCODE @1598554814581,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1598554814581,NULL
5f493682be37ce52f8314fce,511111115922,TEST BRANDCODE @1598633602279,Baking,BAKING,5f493682be37ce52f8314fcb,Cogs,test brand @1598633602279,NULL
5f493dabbe37ce64d0ae36bc,511111116035,TEST BRANDCODE @1598635435855,Baking,BAKING,5f493dabbe37ce64d0ae36ba,Cogs,test brand @1598635435855,NULL
5f4a64e7be37ce17d23b3179,511111116196,TEST BRANDCODE @1598711015353,Baking,BAKING,5f4a64e7be37ce17d23b3178,Cogs,test brand @1598711015353,NULL
5f4a650bbe37ce17d23b317f,511111116240,NULL,Baking,BAKING,5f4a650bbe37ce17d23b317e,Cogs,test brand @1598711051957,NULL
5f4bf53dbe37ce0b44915541,511111116318,NULL,Baking,BAKING,5f4bf53dbe37ce0b44915540,Cogs,test brand @1598813501461,NULL
5f504ac3be37ce0b793c9416,511111116479,TEST BRANDCODE @1599097539367,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1599097539366,NULL
5f513ea1be37ce21f1287c04,511111116523,TEST BRANDCODE @1599159969061,Baking,BAKING,5f513ea0be37ce21f1287c01,Cogs,test brand @1599159969061,NULL
5f628216be37ce78e6e2efaf,511111116684,TEST BRANDCODE @1600291350125,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1600291350125,NULL
5f77274dbe37ce6b592e90c0,511111116752,NULL,Baking,BAKING,5f77274dbe37ce6b592e90bf,Cogs,test brand @1601644365844,NULL
5f772952be37ce6b592e90d5,511111116806,TEST BRANDCODE @1601644882062,Baking,BAKING,5f772951be37ce6b592e90d1,Cogs,test brand @1601644882062,NULL
5f7ba932be37ce2f290fb253,511111116967,TEST BRANDCODE @1601939762909,Baking,BAKING,5f7ba932be37ce2f290fb251,Cogs,test brand @1601939762909,NULL
5f9770bfbe37ce03d08a2d85,511111117070,TEST BRANDCODE @1603760319758,Baking,BAKING,5f9770bfbe37ce03d08a2d83,Cogs,test brand @1603760319758,NULL
5f99f71bbe37ce13da9eade7,511111117124,TEST BRANDCODE @1603925787294,Baking,BAKING,5f99f71bbe37ce13da9eade6,Cogs,test brand @1603925787294,NULL
5fa98944be37ce239d107102,511111117285,TEST BRANDCODE @1604946244833,Baking,BAKING,5fa98944be37ce239d1070ff,Cogs,test brand @1604946244833,0
5fb2852dbe37ce522e165cb3,511111117353,TEST BRANDCODE @1605535021531,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1605535021531,0
5fb6b82dbe37ce522e165cbc,511111117407,ANZIO,Bread & Bakery,BREAD_AND_BAKERY,5fb6b608be37ce522e165cb9,Cogs,"Anzio ",0
5fb806b5be37ce522e165ccd,511111117568,THE GLENLIVETÂ® FOUNDER'S RESERVE,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,The GlenlivetÂ® Founder's Reserve,0
5fb80e12be37ce522e165cd4,511111117636,MALIBUÂ® LIME,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,MalibuÂ® Lime,0
5fb829c0be37ce522e165ce4,511111117797,GRANDMA SYCAMORE,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Cogs,Grandma Sycamore,0
5fb82faebe37ce522e165ce9,511111117841,RAINBO,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Cogs,Rainbo,0
5fc54c17be37ce1911dbb3b8,511111117919,NULL,Baking,BAKING,5fc54c17be37ce1911dbb3b7,Cogs,test brand @1606765591455,0
5fcff304be37ce6d53dfc686,511111118008,TEST BRANDCODE @1607463684777,Baking,BAKING,5fcff304be37ce6d53dfc683,Cogs,test brand @1607463684777,0
5fd2a0c0be37ce49eb72c0f4,511111118169,TEST BRANDCODE @1607639232356,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1607639232356,0
5fd3ae1fbe37ce0d9386bb55,511111118237,TEST BRANDCODE @1607708191093,Baking,BAKING,5fd3ae1fbe37ce0d9386bb54,Cogs,test brand @1607708191092,0
5fda3724be37ce09e3515973,511111118398,TEST BRANDCODE @1608136484689,Baking,BAKING,5fda3724be37ce09e351596f,Cogs,test brand @1608136484689,0
5fdce8dbbe37ce5fa8ba59c2,511111118442,TEST BRANDCODE @1608313051339,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,Cogs,test brand @1608313051339,0
5fdce9e9be37ce5fa8ba59da,511111118510,TEST BRANDCODE @1608313321374,Baking,BAKING,5fdce9e9be37ce5fa8ba59d6,Cogs,test brand @1608313321374,0
5ff74126be37ce1e961f3270,511111118671,TEST BRANDCODE @1610039590383,Baking,BAKING,5ff74126be37ce1e961f326e,Cogs,test brand @1610039590383,0
5ff74500be37ce1e961f3277,511111118725,TEST BRANDCODE @1610040576053,Baking,BAKING,5ff74500be37ce1e961f3276,Cogs,test brand @1610040576053,0
5ff768e3be37ce1e961f32a0,511111118886,NULL,Baking,BAKING,5ff768e3be37ce1e961f329f,Cogs,test brand @1610049763071,0
5ff78070be37ce6a424ca0e6,511111118954,NULL,Baking,BAKING,5ff78070be37ce6a424ca0e5,Cogs,test brand @1610055792794,0
5ff789c5be37ce786ba0f6a6,511111119043,TEST BRANDCODE @1610058181760,Baking,BAKING,5ff789c5be37ce786ba0f6a2,Cogs,test brand @1610058181760,0
5ff8b5fcbe37ce4a13986612,511111119111,TEST BRANDCODE @1610135036684,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610135036684,0
5ffe336fbe37ce5e01754c31,511111119272,TEST BRANDCODE @1610494831056,Baking,BAKING,5ffe336ebe37ce5e01754c2e,Cogs,test brand @1610494831056,0
5ffe347ebe37ce5e01754c3f,511111119326,TEST BRANDCODE @1610495102462,Baking,BAKING,5ffe347ebe37ce5e01754c3d,Cogs,test brand @1610495102462,0
5ffe3687be37ce5e01754c62,511111119487,TEST BRANDCODE @1610495623019,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610495623019,0
5fff3a7abe37ce2bb793010e,511111119555,NULL,Baking,BAKING,5fff3a7abe37ce2bb793010d,Cogs,test brand @1610562170795,0
5fff3aa1be37ce2bb793011b,511111119609,TEST BRANDCODE @1610562209325,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610562209325,0
60019b82be37ce4f17e558d5,511111119760,TEST BRANDCODE @1610718082685,Baking,BAKING,60019b82be37ce4f17e558d1,Cogs,test brand @1610718082685,0
60074277be37ce360be63a02,511111119838,TEST BRANDCODE @1611088503815,Baking,BAKING,60074277be37ce360be639fe,Cogs,test brand @1611088503815,0
5a5e34fee4b0db471c2d0436,511111200031,LIPTON Iced Tea Beverages,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,LIPTON Iced Tea Beverages,0
5a5d263ee4b06ba572cf24a4,511111200192,SPARKS,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Sparks,0
5a5d2431e4b06ba572cf24a1,511111200246,REVOLVER,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Revolver,NULL
5a5d1ef1e4b0db471c2d0426,511111200314,SURE-JELL,Grocery,NULL,559c2234e4b06aca36af13c6,Cogs,SURE-JELL,0
5a4d254ce4b0bcb2c74ea780,511111200475,STUBBORN SODA,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,STUBBORN SODA,0
5a4d2295e4b0d5c3fd86b679,511111200529,OFF THE EATEN PATH,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,OFF THE EATEN PATH,NULL
592486bfe410d61fcea3d13c,511111200680,TALENTI,Frozen,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,TALENTI,0
592486bee410d61fcea3d134,511111200758,NEXXUS,Personal Care,NULL,5332f5f6e4b03c9a25efd0b4,Cogs,NEXXUS,0
592486bee410d61fcea3d12e,511111200802,IMPERIAL,Dairy,NULL,53e10d6368abd3c7065097cc,Cogs,IMPERIAL,NULL
591325cde4b0cddf4ebb6a69,511111200963,SANTITAS,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,SANTITAS Tortilla Chips,NULL
588ba07be4b02187f85cdadd,511111201076,CALUMET,Baking,NULL,559c2234e4b06aca36af13c6,Cogs,Calumet,0
5887a320e4b02187f85cdad8,511111201120,CORN NUTS,Snacks,NULL,559c2234e4b06aca36af13c6,Cogs,Corn Nuts,0
58861c7f4e8d0d20bc42c4fb,511111201281,,Breakfast & Cereal,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Quaker Oatmeal Squares,0
58861c7e4e8d0d20bc42c4ee,511111201359,SMITH & FORGE,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Smith & Forge Hard Cider,0
58861c7e4e8d0d20bc42c4e2,511111201403,MILLER64,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cogs,Miller 64,0
585a96f5e4b03e62d1ce0e8d,511111201564,RUFFLES,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Ruffles,NULL
585a96b3e4b03e62d1ce0e85,511111201632,NEAR EAST,Grocery,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Near East,NULL
585a9618e4b03e62d1ce0e75,511111201793,,Snacks,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Baked!,1
580dffa7e4b0f32b2de21383,511111201847,T.G.I. FRIDAY'S,Frozen,NULL,559c2234e4b06aca36af13c6,Cogs,TGI Fridays,0
57ebc2e7e4b0ac389136a34b,511111201915,TACO BELL,Grocery,NULL,559c2234e4b06aca36af13c6,Cogs,Taco Bell,0
57ebc15fe4b0ac389136a342,511111202004,LUNCHABLES,Deli,NULL,559c2234e4b06aca36af13c6,Cogs,Lunchables,0
57ebbfa9e4b0ac389136a331,511111202165,,Beverages,NULL,559c2234e4b06aca36af13c6,Cogs,Gevalia Iced Coffee,0
57e5820ce4b0ac389136a311,511111202233,MOLSON,Beer Wine Spirits,NULL,5332f709e4b03c9a25efd0f1,Cpgs,Molson Canadian,0
57d95749e4b0ac389136a2b2,511111202394,BAGEL BITES,Frozen,NULL,559c2234e4b06aca36af13c6,Cogs,Bagel Bites,0
57c08294e4b0718ff5fcb039,511111202448,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Jupiler,NULL
57c08242e4b0718ff5fcb032,511111202516,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Corona,NULL
55b6308ee4b0d8e685c1421a,511111202677,NULL,NULL,NULL,55b62995e4b0d8e685c14213,Cogs,Snapple,NULL
552ecca1e4b02ff29f99b215,511111202721,NULL,NULL,NULL,5459429be4b0bfcb1e864082,Cpgs,Top Care,NULL
5332fa80e4b03c9a25efd231,511111202882,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Coca-Cola Cherry Zero,NULL
5332fa7ae4b03c9a25efd22a,511111202950,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Pibb Xtra,NULL
5332fa73e4b03c9a25efd21d,511111203049,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Caffeine-free Diet Coke,NULL
5332fa0ae4b03c9a25efd1dd,511111203117,NULL,NULL,NULL,5332f5f2e4b03c9a25efd0aa,Cpgs,Smart Start,NULL
5332f9f0e4b03c9a25efd1c3,511111203278,NULL,Snacks,NULL,5332f5f2e4b03c9a25efd0aa,Cpgs,Pringles,NULL
5332f800e4b03c9a25efd16c,511111203322,NULL,NULL,NULL,5332f7ffe4b03c9a25efd16b,Cpgs,Fruit on the Bottom,NULL
5332f7afe4b03c9a25efd13d,511111203483,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Shock Top,NULL
5332f7a8e4b03c9a25efd136,511111203551,NULL,NULL,NULL,5332f7a7e4b03c9a25efd134,Cpgs,Busch Light,NULL
5332f77de4b03c9a25efd12b,511111203605,NULL,NULL,NULL,5332f5f3e4b03c9a25efd0ae,Cpgs,Bisquick,NULL
5332f753e4b03c9a25efd110,511111203766,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Sugar Free NOS,NULL
5332f70ae4b03c9a25efd0f4,511111203834,NULL,Beverages,NULL,53e10d6368abd3c7065097cc,Cpgs,Barmen,NULL
5332f5f5e4b03c9a25efd0b1,511111203995,NULL,NULL,NULL,5332f5ebe4b03c9a25efd0a8,Cpgs,Minute Maid,NULL
5a8c2eeee4b0ccf165fac9e2,511111204084,BOLTHOUSE FARMS,Grocery,NULL,5a734034e4b0d58f376be874,Cogs,Bolthouse Farms,0
5a8c34d7e4b07f0a2dac8944,511111204152,PLUM ORGANICS,Baby,NULL,5a734034e4b0d58f376be874,Cogs,Plum Organics,0
5a8c36dbe4b0ccf165fac9e9,511111204206,SWANSON,Canned Goods & Soups,NULL,5a734034e4b0d58f376be874,Cogs,Swanson,0
5ab15392e4b0915382df761d,511111204367,"CAMPBELLS CHUNKY ",Canned Goods & Soups,NULL,5a734034e4b0d58f376be874,Cogs,Campbell's Chunky,0
5ab1589ae4b0915382df7621,511111204435,"CAMPBELLS SLOW KETTLE ",Canned Goods & Soups,NULL,5a734034e4b0d58f376be874,Cogs,Campbell's Slow Kettle,0
5b184cdbe4b0d159a5b66e2b,511111204596,HENRY WEINHARDS,Beer Wine Spirits,NULL,53e10d6368abd3c7065097cc,Cogs,Henry Weinhard's,NULL
5bd200fc965c7d66d92731eb,511111204640,GOODNITES,Baby,NULL,550b2565e4b001d5e9e4146f,Cogs,Goodnites,0
5bd201f090fa074576779a1a,511111204718,VIVA,Household,NULL,550b2565e4b001d5e9e4146f,Cogs,Viva,0
5d4880ca6d5f3b105d1bc8dc,511111204879,FRUIT LOVE,Dairy,NULL,559c2234e4b06aca36af13c6,Cogs,Fruit Love Spoonable Smoothies,NULL
5d6413156d5f3b23d1bc790a,511111205012,511111205012,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,Entertainment Weekly,NULL
5d658fc0a3a018514994f430,511111205173,NULL,NULL,NULL,53e10d6368abd3c7065097cc,Cogs,Allrecipes Special Edition Magazine,NULL
5d658ffa6d5f3b23d1bc7914,511111205227,NULL,NULL,NULL,53e10d6368abd3c7065097cc,Cogs,Diabetic Living Magazine,NULL
5d66dad8a3a018093ab34729,511111205388,511111205388,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,"National Geographic Special Edition Magazine ",NULL
5d66def56d5f3b6188d4f052,511111205456,511111205456,Magazines,NULL,5d5d4fd16d5f3b23d1bc7905,Cogs,TIME Special Edition Magazine,NULL
5d66e07da3a018093ab3472d,511111205500,SIERRA MIST,Beverages,NULL,5332f5fbe4b03c9a25efd0ba,Cogs,Sierra Mist,NULL
5da6076f1dda2c3e1416ae88,511111205661,ALKA SELTZER COLD AND FLU TAB/ CAPS/ GEL,Health & Wellness,NULL,53e10d6368abd3c7065097cc,Cogs,ALKA SELTZERÂ® PLUS COLD AND FLU TAB/ CAPS/ GEL,NULL
5da60843a60b87376833e351,511111205739,CORICIDIN HBP,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,CoricidinÂ® HBP,0
5daf329ca60b87376833e35a,511111205890,ANNIE'S,Snacks,NULL,53e10d6368abd3c7065097cc,Cogs,Annie's Homegrown,NULL
5daf3eed1dda2c3e1416ae94,511111205944,OUI BY YOPLAIT,Dairy,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Ouiâ„¢ by YoplaitÂ®,NULL
5daf5f65a60b87376833e363,511111206057,CHOCOLATE LUCKY CHARMS,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Chocolate Lucky Charmsâ„¢,NULL
5daf6baaa60b87376833e364,511111206101,YOPLAIT GO-GURT,Dairy,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,YoplaitÂ® Go-GURTÂ®,NULL
5dc0773ea60b873d6b0666ce,511111206262,DRUMSTICK CEREAL,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Drumstickâ„¢ Cereal,NULL
5dc2d9d4a60b873d6b0666d2,511111206330,DIPPIN DOTS,Breakfast & Cereal,NULL,5332f5f3e4b03c9a25efd0ae,Cogs,Dippin DotsÂ® Cereal,NULL
5c9a975495144c182bbc7270,511111208532,AMPTEST,Grocery,NULL,5c7470c895144c124ecd5c09,Cogs,Test FRS-920 again1,1
5e3875f5ee7f2d697e835bcf,511111213925,GARNIER - HAIR COLOR,Beauty,NULL,5e28b81cee7f2d697e835bcd,Cogs,Garnier - Hair Color,NULL
5e5ff158ee7f2d0b35b2a18d,511111214038,ONE A DAY,Health & Wellness,HEALTHY_AND_WELLNESS,5d9b4f591dda2c6225a284aa,Cogs,ONE A DAYÂ®,0
5f16f512be37ce2b30061e1e,511111215059,NULL,Baking,BAKING,5f16f512be37ce2b30061e1d,Cogs,test brand @1595340050104,NULL
5f16f536be37ce2b30061e29,511111215103,TEST BRANDCODE @1595340086791,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1595340086791,NULL
5f21ca86be37ce7958c5952b,511111215264,RESOLVE,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,5f10c05cbe37ce238c6cabaf,Cogs,RESOLVEÂ®,NULL
5f358338be37ce443bf9d55c,511111215332,TEST BRANDCODE @1597342520969,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1597342520969,NULL
5f3d6f44be37ce4ddbb1bb3c,511111215493,TEST BRANDCODE @1597861700914,Baking,BAKING,5f3d6f44be37ce4ddbb1bb3a,Cogs,test brand @1597861700914,NULL
5f3e9172be37ce5a0e01b954,511111215547,TEST BRANDCODE @1597935986390,Baking,BAKING,5f3e9172be37ce5a0e01b952,Cogs,test brand @1597935986390,NULL
5f3ff222be37ce1c81aa1e0e,511111215615,TEST BRANDCODE @1598026274643,Baking,BAKING,5f3ff222be37ce1c81aa1e0c,Cogs,test brand @1598026274643,NULL
5f441280be37ce5dbe9b7c7e,511111215776,TEST BRANDCODE @1598296704639,Baking,BAKING,5f441280be37ce5dbe9b7c7d,Cogs,test brand @1598296704638,NULL
5f441281be37ce5dbe9b7c84,511111215820,NULL,Baking,BAKING,5f441281be37ce5dbe9b7c83,Cogs,test brand @1598296705593,NULL
5f4936ddbe37ce52f8314fdd,511111215981,TEST BRANDCODE @1598633693767,Baking,BAKING,5f4936ddbe37ce52f8314fda,Cogs,test brand @1598633693767,NULL
5f493e72be37ce64d0ae36c4,511111216094,TEST BRANDCODE @1598635634796,Baking,BAKING,5f493e72be37ce64d0ae36c2,Cogs,test brand @1598635634796,NULL
5f494c5e04db711dd8fe87e4,511111216148,TEST BRANDCODE @1598639198570,Baking,BAKING,5f494c5d04db711dd8fe87e2,Cogs,test brand @1598639198570,NULL
5f4a64e7be37ce17d23b317b,511111216216,TEST BRANDCODE @1598711015538,Baking,BAKING,5f4a64e7be37ce17d23b3178,Cogs,test brand @1598711015538,NULL
5f4cff1aa475f1050a66b567,511111216377,TEST BRANDCODE @1598881562500,Baking,BAKING,5f4cff1aa475f1050a66b566,Cogs,test brand @1598881562499,NULL
5f4cffbba475f1050a66b574,511111216421,NULL,Baking,BAKING,5f4cffbaa475f1050a66b573,Cogs,test brand @1598881723241,NULL
5f5bc4f1be37ce17125ac0e7,511111216582,NULL,Baking,BAKING,5f5bc4f1be37ce17125ac0e6,Cogs,test brand @1599849713170,NULL
5f628215be37ce78e6e2efac,511111216650,TEST BRANDCODE @1600291349208,Baking,BAKING,5f628214be37ce78e6e2efaa,Cogs,test brand @1600291349208,NULL
5f77274bbe37ce6b592e90ba,511111216704,TEST BRANDCODE @1601644363664,Baking,BAKING,5f77274bbe37ce6b592e90b9,Cogs,test brand @1601644363663,NULL
5f7760f2be37ce1d26d7b7a7,511111216865,TEST BRANDCODE @1601659122798,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1601659122798,NULL
5f7ba678be37ce23081c5297,511111216933,NULL,Baking,BAKING,5f7ba678be37ce23081c5296,Cogs,test brand @1601939064752,NULL
5f872b7fbe37ce66db5dd978,511111217022,TEST BRANDCODE @1602694015743,Baking,BAKING,5f872b7fbe37ce66db5dd975,Cogs,test brand @1602694015743,NULL
5fa1ba01be37ce402c4618e7,511111217183,TEST BRANDCODE @1604434433706,Baking,BAKING,53e10d6368abd3c7065097cc,Cogs,test brand @1604434433706,0
5fa98944be37ce239d1070fe,511111217251,NULL,Baking,BAKING,5fa98944be37ce239d1070fd,Cogs,test brand @1604946244133,0
5fa98945be37ce239d107104,511111217305,TEST BRANDCODE @1604946245499,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1604946245498,0
5fb7e62dbe37ce522e165cc3,511111217466,MONKEY 47,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,Monkey 47Â®,0
5fb7fae8be37ce522e165cca,511111217534,"REDBREAST 12YO ",Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,"Redbreast 12YO ",0
5fb81935be37ce522e165cda,511111217695,ABSOLUTÂ® GRAPEFRUIT,Beer Wine Spirits,BEER_WINE_SPIRITS,5fb6d381be37ce522e165cbd,Cogs,AbsolutÂ® Grapefruit,0
5fb82236be37ce522e165cdf,511111217749,BEEF STEAK,NULL,NULL,5fb6b608be37ce522e165cb9,Cogs,Beef Steak,0
5fb82a68be37ce522e165ce6,511111217817,NATURES HARVEST,Grocery,GROCERY,5fb6b608be37ce522e165cb9,Cogs,Nature's Harvest,0
5fcda494be37ce688e08b0d0,511111217978,TEST BRANDCODE @1607312532874,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1607312532874,0
5fd29590be37ce38bbbefb27,511111218067,TEST BRANDCODE @1607636368260,Baking,BAKING,5fd29590be37ce38bbbefb25,Cogs,test brand @1607636368260,0
5fd2a0bfbe37ce49eb72c0f1,511111218135,TEST BRANDCODE @1607639231674,Baking,BAKING,5fd2a0bfbe37ce49eb72c0ef,Cogs,test brand @1607639231674,0
5fd7f2b3be37ce7339755869,511111218296,TEST BRANDCODE @1607987891733,Baking,BAKING,5fd7f2b3be37ce7339755868,Cogs,test brand @1607987891733,0
5fd7f2b8be37ce733975586f,511111218340,NULL,Baking,BAKING,5fd7f2b8be37ce733975586e,Cogs,test brand @1607987896065,0
5fdce8dbbe37ce5fa8ba59bf,511111218418,TEST BRANDCODE @1608313051133,Baking,BAKING,5fdce8dabe37ce5fa8ba59be,Cogs,test brand @1608313051132,0
5ff3842bbe37ce2c56dacbb1,511111218579,TEST BRANDCODE @1609794603367,Baking,BAKING,5ff3842bbe37ce2c56dacbad,Cogs,test brand @1609794603367,0
5ff73cf9be37ce1e961f325a,511111218623,TEST BRANDCODE @1610038521677,Baking,BAKING,5ff73cf9be37ce1e961f3256,Cogs,test brand @1610038521677,0
5ff75cdebe37ce1e961f328d,511111218784,TEST BRANDCODE @1610046686954,Baking,BAKING,5ff75cdebe37ce1e961f328c,Cogs,test brand @1610046686954,0
5ff768d4be37ce1e961f329c,511111218852,TEST BRANDCODE @1610049748154,Baking,BAKING,5ff768d4be37ce1e961f3299,Cogs,test brand @1610049748154,0
5ff77857be37ce58ce50083b,511111218906,TEST BRANDCODE @1610053719869,Baking,BAKING,5ff77857be37ce58ce500839,Cogs,test brand @1610053719869,0
5ff789c5be37ce786ba0f6a3,511111219019,TEST BRANDCODE @1610058181549,Baking,BAKING,5ff789c5be37ce786ba0f6a2,Cogs,test brand @1610058181548,0
5ffe2ca1be37ce5e01754c0e,511111219170,TEST BRANDCODE @1610493089082,Candy & Sweets,CANDY_AND_SWEETS,5332fa12e4b03c9a25efd1e7,Cogs,test brand @1610493089082,0
5ffe2e39be37ce5e01754c24,511111219224,TEST BRANDCODE @1610493497005,Baking,BAKING,5ffe2e38be37ce5e01754c21,Cogs,test brand @1610493497005,0
5ffe35eabe37ce5e01754c47,511111219385,TEST BRANDCODE @1610495466218,Baking,BAKING,5ffe35eabe37ce5e01754c45,Cogs,test brand @1610495466218,0
5ffe3686be37ce5e01754c5f,511111219453,TEST BRANDCODE @1610495622510,Baking,BAKING,5ffe3686be37ce5e01754c5d,Cogs,test brand @1610495622510,0
5ffe3a86be37ce7aab2d4fd6,511111219507,TEST BRANDCODE @1610496646232,Baking,BAKING,5ffe3a85be37ce7aab2d4fd4,Cogs,test brand @1610496646232,0
