oid,bonusPointsEarned,bonusPointsEarnedReason,totalPointsEarned,purchasedItemCount,item,barcode,brandCode,competitorRewardsGroup,description,discountedItemPrice,finalPrice,itemPrice,metabriteCampaignId,needsFetchReview,originalReceiptItemText,partnerItemId,pointsEarned,pointsNotAwardedReason,pointsPayerId,preventTargetGapPoints,quantityPurchased,rewardsGroup,rewardsProductPartnerId,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,rewardsReceiptStatus,totalSpent,userId,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,31,NULL,HY-VEE,NULL,HYV KETTLE MESQ BBQ,2.39,2.39,2.39,NULL,NULL,HYV KETTLE MESQ BBQ,1077,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,32,754502285808,HY-VEE,NULL,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,2.39,NULL,NULL,HYV KETTLE PUB MUSTA,1078,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,33,NULL,HY-VEE SELECT,NULL,HYV SELECT WIDE NOOD,2.99,2.99,2.99,NULL,NULL,HYV SELECT WIDE NOOD,1079,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,34,754501734109,THAT'S SMART!,NULL,That's Smart! Chili Powder,3.79,3.79,3.79,NULL,NULL,VTKK THAT CHILI SCE,1080,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,35,NULL,SPECIAL K,NULL,SPL K ORIGINAL,1.88,1.88,1.88,NULL,NULL,SPL K ORIGINAL,1082,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,36,511111204206,SWANSON,NULL,SWANSON,5.58,5.58,5.58,NULL,NULL,SWANSON UNSLTD CKN,1083,55.8,NULL,5a734034e4b0d58f376be874,NULL,2,NULL,5a734034e4b0d58f376be874,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,37,043000716021,YUBAN,NULL,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,5.99,YUBAN COFFEE,NULL,YUBAN TRDTNL ROAST,1085,30.0,NULL,559c2234e4b06aca36af13c6,NULL,1,YUBAN COFFEE,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,38,044500341720,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,3.99,NULL,NULL,HILLS TRKY POLSKA KI,1088,NULL,NULL,NULL,NULL,1,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,39,754500958803,HY-VEE,NULL,Hy-Vee Diced Cooked Ham,2.99,2.99,2.99,NULL,NULL,HYV DICED COOKED HAM,1089,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,40,NULL,HY-VEE,NULL,HYV EX SHARP CHEDDAR,2.79,2.79,2.79,NULL,NULL,HYV EX SHARP CHEDDAR,1090,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,41,024105590051,JUST BARE,NULL,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,6.99,JUST BARE FRESH CHICKEN BREAST FILETS,NULL,JUST BARE CKN BREAST,1091,NULL,NULL,NULL,NULL,1,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,42,21251000000,LAURA'S LEAN BEEF,NULL,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,5.99,NULL,NULL,LEAN GRND BF 93% 7%,1092,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,43,NULL,NULL,NULL,Blueberries,2.99,2.99,2.99,NULL,NULL,BLUEBERRIES,1095,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,44,4060,NULL,NULL,Broccoli,2.99,2.99,2.99,NULL,NULL,BROCCOLI,1096,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,45,NULL,CAL-ORGANIC FARMS,NULL,CAL ORG WHOLE CARTS,2.49,2.49,2.49,NULL,NULL,CAL ORG WHOLE CARTS,1097,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,46,048500052020,DOLE CHILLED FRUIT JUICES,NULL,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,1.53,DOLE 100% FRUIT JUICES,NULL,DOLE BANANAS,1098,NULL,NULL,NULL,NULL,1,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,47,NULL,DOLE,NULL,DOLE ITALIAN BLEND,3.49,3.49,3.49,NULL,NULL,DOLE ITALIAN BLEND,1100,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,48,4069,NULL,NULL,Green Cabbage,2.05,2.05,2.05,NULL,NULL,GREEN CABBAGE,1101,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,49,NULL,NULL,NULL,Leek,3.99,3.99,3.99,NULL,NULL,LEEK,1103,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,50,4093,NULL,NULL,Large Yellow Onions,1.82,1.82,1.82,NULL,NULL,YELLOW ONIONS,1104,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,51,NULL,NULL,NULL,BAREFOOT PINOT NOIR,19.99,19.99,19.99,NULL,NULL,BAREFOOT PINOT NOIR,1108,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,52,754500973400,HY-VEE,NULL,Hy-Vee 4% Large Curd Cottage Cheese,1.47,1.47,1.47,NULL,NULL,HYV 4% LRG CURD COTT,1111,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,53,075450079760,HY-VEE,NULL,Hy-Vee Lowfat Blackberry Yogurt,0.56,0.56,0.56,NULL,NULL,HYV LF BLACKBERRY YO,1112,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,54,754500947807,HY-VEE,NULL,Hy-Vee Lemon Flavored Lowfat Yogurt,0.56,0.56,0.56,NULL,NULL,HYV LF LEMON YOGURT,1113,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,55,NULL,HY-VEE,NULL,HYV LF PEACH YOGURT,0.56,0.56,0.56,NULL,NULL,HYV LF PEACH YOGURT,1114,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,56,NULL,HY-VEE,NULL,HYV LF VANILLA YOGUR,0.56,0.56,0.56,NULL,NULL,HYV LF VANILLA YOGUR,1115,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,57,075450085150,HY-VEE,NULL,Hy-Vee Unsalted Sweet Butter Quarters,2.77,2.77,2.77,NULL,NULL,HYV UNSLTD SWT BTR,1116,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,58,NULL,NULL,NULL,LUIGES DELUXE PIZZA,11.98,11.98,11.98,NULL,NULL,LUIGES DELUXE PIZZA,1119,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,59,NULL,BUSH'S BEST,NULL,BUSHS HOT RED CHILI,1.59,1.59,1.59,NULL,NULL,BUSHS HOT RED CHILI,1123,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,60,NULL,BUSH'S BEST,NULL,BUSHS MILD KIONEY CH,1.59,1.59,1.59,NULL,NULL,BUSHS MILD KIONEY CH,1124,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,61,025500204215,SWISS MISS,MAXWELL HOUSE GROUND COFFEE,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,14.98,NULL,NULL,FOLGERS CLASSIC ROAS,1132,NULL,NULL,NULL,NULL,2,SWISS MISS CAFÃ‰,5e825d64f221c312e698a62a,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,62,754501311409,HY-VEE,NULL,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1.67,1.67,NULL,NULL,HYV KETTLE BUFFALO&B,1134,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,63,NULL,HY-VEE,NULL,HYV KETTLE CHIP ORIG,3.69,3.69,3.69,NULL,NULL,HYV KETTLE CHIP ORIG,1136,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,64,754502285808,HY-VEE,NULL,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1.67,1.67,NULL,NULL,HYV KETTLE PUB MUSTA,1137,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,65,754500355602,HY-VEE,NULL,Hy-Vee Seasoned Croutons,1.79,1.79,1.79,NULL,NULL,HYV SEASONED CROUTON,1139,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,66,NULL,KASHI,NULL,KASHI GOFLOW CINN CR,3.77,3.77,3.77,NULL,NULL,KASHI GOFLOW CINN CR,1140,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,67,018627030010,KASHI,NULL,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,3.77,NULL,NULL,KASHI GOPLAY HNY ALM,1141,NULL,NULL,NULL,NULL,1,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,68,041000004087,LIPTON,NULL,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,1.99,LIPTON RECIPE SECRETS,NULL,LIPTON BEEFY ONION,1142,19.9,NULL,5332f5f6e4b03c9a25efd0b4,NULL,1,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,69,058449450023,NATURE'S PATH ORGANIC,NULL,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,3.99,NULL,NULL,NATURES PATH OF OATS,1145,NULL,NULL,NULL,NULL,1,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,70,NULL,NULL,NULL,FRSH BNLS PORK LOIN,4.56,4.56,4.56,NULL,NULL,FRSH BNLS PORK LOIN,1149,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,71,044500341720,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,3.99,NULL,NULL,HILLS TRKY POLSKA KI,1150,NULL,NULL,NULL,NULL,1,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,72,NULL,HY-VEE,NULL,HYV EXTRA SHARP CHDD,4.99,4.99,4.99,NULL,NULL,HYV EXTRA SHARP CHDD,1151,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,73,024105590051,JUST BARE,NULL,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,6.99,JUST BARE FRESH CHICKEN BREAST FILETS,NULL,JUST BARE CKN BREAST,1152,NULL,NULL,NULL,NULL,1,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,74,021000604647,KRAFT,NULL,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,3.29,KRAFT SINGLES,NULL,KRAFT AMER SINGLES,1153,NULL,NULL,NULL,NULL,1,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600f24970a720f053500002f,NULL,NULL,NULL,599,173,NULL,NULL,NULL,SIG ICE CRM MOOSE,2.94,2.94,2.94,NULL,NULL,SIG ICE CRM MOOSE,1280,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FLAGGED,4368.8,600f20c15edb787dce060911,2021-01-25,2021-01-25,NULL,2021-01-25,NULL,2021-01-25
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,75,21251000000,LAURA'S LEAN BEEF,NULL,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,5.99,NULL,NULL,LEAN GRND BF 93% 7%,1154,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,76,071430010051,DOLE,NULL,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,3.49,3.49,3.49,NULL,NULL,DOLE VERY VEGGIE SLD,1157,NULL,NULL,NULL,NULL,1,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,77,NULL,GREEN GIANT,NULL,GG KLONDIKE GOLDUST,3.99,3.99,3.99,NULL,NULL,GG KLONDIKE GOLDUST,1158,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,78,NULL,NULL,NULL,Green Bell Peppers,0.77,0.77,0.77,NULL,NULL,GREEN BELL PEPPERS,1159,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,79,071146002487,HARVEST SNAPS,NULL,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,1.25,NULL,NULL,HRVST SNAPS BLACK PE,1160,NULL,NULL,NULL,NULL,1,NULL,559c2234e4b06aca36af13c6,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
600208270a720f05f3000088,500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",605.7,103,80,NULL,NULL,NULL,Organic Baby Spinach,1.88,1.88,1.88,NULL,NULL,JOSIES ORG BABY SPIN,1162,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,FINISHED,427.81,6000b75bbe5fc96dfee1d4d3,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-15,2021-01-09
